send_date,task_id,touch_type,sent_at_ist
2026-07-28,QC-STAB-074-20260502,action_critical,2026-07-28T10:14:12+05:30
2026-07-28,QC-STAB-075-20260502,action_critical,2026-07-28T10:14:12+05:30
2026-07-28,QC-STAB-076-20260502,action_critical,2026-07-28T10:14:12+05:30
2026-07-28,QC-STAB-077-20260502,action_critical,2026-07-28T10:14:12+05:30
2026-07-28,QC-STAB-078-20260502,action_critical,2026-07-28T10:14:12+05:30
2026-07-28,QC-STAB-079-20260502,action_critical,2026-07-28T10:14:12+05:30
2026-07-28,QC-STAB-134-20260502,action_critical,2026-07-28T10:14:12+05:30
2026-07-28,QC-STAB-135-20260502,action_critical,2026-07-28T10:14:12+05:30
2026-07-28,QC-STAB-136-20260502,action_critical,2026-07-28T10:14:12+05:30
2026-07-28,QC-STAB-137-20260502,action_critical,2026-07-28T10:14:12+05:30
2026-07-28,QC-STAB-138-20260502,action_critical,2026-07-28T10:14:12+05:30
2026-07-28,QC-STAB-400-20260502,action_critical,2026-07-28T10:14:12+05:30
2026-07-28,QC-STAB-401-20260502,action_critical,2026-07-28T10:14:12+05:30
2026-07-28,QC-STAB-402-20260502,action_critical,2026-07-28T10:14:12+05:30
2026-07-28,QC-STAB-403-20260502,action_critical,2026-07-28T10:14:12+05:30
2026-07-28,QC-STAB-404-20260502,action_critical,2026-07-28T10:14:12+05:30
2026-07-28,QC-STAB-405-20260502,action_critical,2026-07-28T10:14:12+05:30
2026-07-28,QC-STAB-140-20260511,action_critical,2026-07-28T10:14:12+05:30
2026-07-28,QC-STAB-141-20260511,action_critical,2026-07-28T10:14:12+05:30
2026-07-28,QC-STAB-142-20260511,action_critical,2026-07-28T10:14:12+05:30
2026-07-28,QC-STAB-196-20260511,action_critical,2026-07-28T10:14:12+05:30
2026-07-28,QC-STAB-197-20260511,action_critical,2026-07-28T10:14:12+05:30
2026-07-28,QC-STAB-198-20260511,action_critical,2026-07-28T10:14:12+05:30
2026-07-28,QC-STAB-117-20260517,action_critical,2026-07-28T10:14:12+05:30
2026-07-28,QC-STAB-118-20260517,action_critical,2026-07-28T10:14:12+05:30
2026-07-28,QC-STAB-119-20260517,action_critical,2026-07-28T10:14:12+05:30
2026-07-28,QC-STAB-120-20260517,action_critical,2026-07-28T10:14:12+05:30
2026-07-28,QC-STAB-222-20260517,action_critical,2026-07-28T10:14:12+05:30
2026-07-28,QC-STAB-223-20260517,action_critical,2026-07-28T10:14:12+05:30
2026-07-28,QC-STAB-224-20260517,action_critical,2026-07-28T10:14:12+05:30
2026-07-28,QC-STAB-225-20260517,action_critical,2026-07-28T10:14:12+05:30
2026-07-28,QC-STAB-226-20260517,action_critical,2026-07-28T10:14:12+05:30
2026-07-28,QC-STAB-227-20260517,action_critical,2026-07-28T10:14:12+05:30
2026-07-28,QC-STAB-228-20260517,action_critical,2026-07-28T10:14:12+05:30
2026-07-28,QC-STAB-080-20260520,action_critical,2026-07-28T10:14:12+05:30
2026-07-28,QC-STAB-081-20260520,action_critical,2026-07-28T10:14:12+05:30
